"as_of","target","target_end_date","age_group","observation"
"1/12/2026","SARI",NA,"Pediatrics",467
"1/12/2026","SARI",NA,"Pediatrics",422
"1/12/2026","SARI",NA,"Pediatrics",422
"1/12/2026","SARI",NA,"Pediatrics",420
"1/12/2026","SARI",NA,"Pediatrics",333
"1/12/2026","SARI",NA,"Pediatrics",259
"1/12/2026","SARI",NA,"Pediatrics",263
"1/12/2026","SARI",NA,"Pediatrics",172
"1/12/2026","SARI",NA,"Pediatrics",158
"1/12/2026","SARI",NA,"Pediatrics",148
"1/12/2026","SARI",NA,"Pediatrics",112
"1/12/2026","SARI",NA,"Pediatrics",63
"1/12/2026","SARI",NA,"Pediatrics",53
"1/12/2026","SARI",NA,"Pediatrics",72
"1/12/2026","SARI",NA,"Pediatrics",82
"1/12/2026","SARI",NA,"Pediatrics",80
"1/12/2026","SARI",NA,"Pediatrics",78
"1/12/2026","SARI",NA,"Pediatrics",110
"1/12/2026","SARI",NA,"Pediatrics",162
"1/12/2026","SARI",NA,"Pediatrics",169
"1/12/2026","SARI",NA,"Pediatrics",181
"1/12/2026","SARI",NA,"Pediatrics",171
"1/12/2026","SARI",NA,"Pediatrics",251
"1/12/2026","SARI",NA,"Pediatrics",316
"1/12/2026","SARI",NA,"Pediatrics",363
"1/12/2026","SARI",NA,"Pediatrics",510
"1/12/2026","SARI",NA,"Pediatrics",506
"1/12/2026","SARI",NA,"Pediatrics",456
"1/12/2026","SARI",NA,"Pediatrics",574
"1/12/2026","SARI",NA,"Pediatrics",493
"1/12/2026","SARI",NA,"Pediatrics",539
"1/12/2026","SARI",NA,"Pediatrics",540
"1/12/2026","SARI",NA,"Pediatrics",454
"1/12/2026","SARI",NA,"Pediatrics",407
"1/12/2026","SARI",NA,"Pediatrics",362
"1/12/2026","SARI",NA,"Pediatrics",298
"1/12/2026","SARI",NA,"Pediatrics",223
"1/12/2026","SARI",NA,"Pediatrics",221
"1/12/2026","SARI",NA,"Pediatrics",152
"1/12/2026","SARI",NA,"Pediatrics",137
"1/12/2026","SARI",NA,"Pediatrics",108
"1/12/2026","SARI",NA,"Pediatrics",90
"1/12/2026","SARI",NA,"Pediatrics",57
"2/2/2026","SARI",1-03-20,"Adults",52
"2/2/2026","SARI",1-03-20,"Overall",99
"2/2/2026","SARI",1-03-20,"Pediatrics",47
"2/2/2026","SARI",1-04-20,"Adults",99
"2/2/2026","SARI",1-04-20,"Overall",197
"2/2/2026","SARI",1-04-20,"Pediatrics",98
"2/2/2026","SARI",1-06-20,"Adults",95
"2/2/2026","SARI",1-06-20,"Overall",160
"2/2/2026","SARI",1-06-20,"Pediatrics",65
"2/2/2026","SARI",1-07-20,"Adults",330
"2/2/2026","SARI",1-07-20,"Overall",448
"2/2/2026","SARI",1-07-20,"Pediatrics",118
"2/2/2026","SARI",1-08-20,"Adults",1023
"2/2/2026","SARI",1-08-20,"Overall",1186
"2/2/2026","SARI",1-08-20,"Pediatrics",163
"2/2/2026","SARI",1-10-20,"Adults",84
"2/2/2026","SARI",1-10-20,"Overall",152
"2/2/2026","SARI",1-10-20,"Pediatrics",68
"2/2/2026","SARI",1-11-20,"Adults",97
"2/2/2026","SARI",1-11-20,"Overall",175
"2/2/2026","SARI",1-11-20,"Pediatrics",78
"2/2/2026","SARI",2-01-20,"Adults",92
"2/2/2026","SARI",2-01-20,"Overall",153
"2/2/2026","SARI",2-01-20,"Pediatrics",61
"2/2/2026","SARI",2-03-20,"Adults",165
"2/2/2026","SARI",2-03-20,"Overall",252
"2/2/2026","SARI",2-03-20,"Pediatrics",87
"2/2/2026","SARI",2-04-20,"Adults",133
"2/2/2026","SARI",2-04-20,"Overall",254
"2/2/2026","SARI",2-04-20,"Pediatrics",121
"2/2/2026","SARI",2-05-20,"Adults",587
"2/2/2026","SARI",2-05-20,"Overall",698
"2/2/2026","SARI",2-05-20,"Pediatrics",111
"2/2/2026","SARI",2-08-20,"Adults",86
"2/2/2026","SARI",2-08-20,"Overall",172
"2/2/2026","SARI",2-08-20,"Pediatrics",86
"2/2/2026","SARI",2-10-20,"Adults",131
"2/2/2026","SARI",2-10-20,"Overall",205
"2/2/2026","SARI",2-10-20,"Pediatrics",74
"2/2/2026","SARI",2-11-20,"Adults",100
"2/2/2026","SARI",2-11-20,"Overall",222
"2/2/2026","SARI",2-11-20,"Pediatrics",122
"2/2/2026","SARI",2-12-20,"Adults",420
"2/2/2026","SARI",2-12-20,"Overall",537
"2/2/2026","SARI",2-12-20,"Pediatrics",117
"2/2/2026","SARI",3-01-20,"Adults",102
"2/2/2026","SARI",3-01-20,"Overall",175
"2/2/2026","SARI",3-01-20,"Pediatrics",73
"2/2/2026","SARI",3-02-20,"Adults",92
"2/2/2026","SARI",3-02-20,"Overall",155
"2/2/2026","SARI",3-02-20,"Pediatrics",63
"2/2/2026","SARI",3-04-20,"Adults",137
"2/2/2026","SARI",3-04-20,"Overall",289
"2/2/2026","SARI",3-04-20,"Pediatrics",152
"2/2/2026","SARI",3-05-20,"Adults",533
"2/2/2026","SARI",3-05-20,"Overall",702
"2/2/2026","SARI",3-05-20,"Pediatrics",169
"2/2/2026","SARI",3-08-20,"Adults",101
"2/2/2026","SARI",3-08-20,"Overall",181
"2/2/2026","SARI",3-08-20,"Pediatrics",80
"2/2/2026","SARI",3-09-20,"Adults",93
"2/2/2026","SARI",3-09-20,"Overall",164
"2/2/2026","SARI",3-09-20,"Pediatrics",71
"2/2/2026","SARI",3-11-20,"Adults",104
"2/2/2026","SARI",3-11-20,"Overall",300
"2/2/2026","SARI",3-11-20,"Pediatrics",196
"2/2/2026","SARI",3-12-20,"Adults",502
"2/2/2026","SARI",3-12-20,"Overall",730
"2/2/2026","SARI",3-12-20,"Pediatrics",228
"2/2/2026","SARI",4-01-20,"Adults",78
"2/2/2026","SARI",4-01-20,"Overall",251
"2/2/2026","SARI",4-01-20,"Pediatrics",173
"2/2/2026","SARI",4-02-20,"Adults",377
"2/2/2026","SARI",4-02-20,"Overall",567
"2/2/2026","SARI",4-02-20,"Pediatrics",190
"2/2/2026","SARI",4-05-20,"Adults",150
"2/2/2026","SARI",4-05-20,"Overall",292
"2/2/2026","SARI",4-05-20,"Pediatrics",142
"2/2/2026","SARI",4-06-20,"Adults",111
"2/2/2026","SARI",4-06-20,"Overall",223
"2/2/2026","SARI",4-06-20,"Pediatrics",112
"2/2/2026","SARI",4-08-20,"Adults",90
"2/2/2026","SARI",4-08-20,"Overall",275
"2/2/2026","SARI",4-08-20,"Pediatrics",185
"2/2/2026","SARI",4-09-20,"Adults",349
"2/2/2026","SARI",4-09-20,"Overall",573
"2/2/2026","SARI",4-09-20,"Pediatrics",224
"2/2/2026","SARI",4-12-20,"Adults",153
"2/2/2026","SARI",4-12-20,"Overall",307
"2/2/2026","SARI",4-12-20,"Pediatrics",154
"2/2/2026","SARI",5-03-20,"Adults",190
"2/2/2026","SARI",5-03-20,"Overall",402
"2/2/2026","SARI",5-03-20,"Pediatrics",212
"2/2/2026","SARI",5-04-20,"Adults",129
"2/2/2026","SARI",5-04-20,"Overall",287
"2/2/2026","SARI",5-04-20,"Pediatrics",158
"2/2/2026","SARI",5-06-20,"Adults",102
"2/2/2026","SARI",5-06-20,"Overall",484
"2/2/2026","SARI",5-06-20,"Pediatrics",382
"2/2/2026","SARI",5-07-20,"Adults",312
"2/2/2026","SARI",5-07-20,"Overall",613
"2/2/2026","SARI",5-07-20,"Pediatrics",301
"2/2/2026","SARI",5-10-20,"Adults",202
"2/2/2026","SARI",5-10-20,"Overall",408
"2/2/2026","SARI",5-10-20,"Pediatrics",206
"2/2/2026","SARI",5-11-20,"Adults",151
"2/2/2026","SARI",5-11-20,"Overall",338
"2/2/2026","SARI",5-11-20,"Pediatrics",187
"2/2/2026","SARI",6-01-20,"Adults",524
"2/2/2026","SARI",6-01-20,"Overall",1053
"2/2/2026","SARI",6-01-20,"Pediatrics",529
"2/2/2026","SARI",6-03-20,"Adults",182
"2/2/2026","SARI",6-03-20,"Overall",706
"2/2/2026","SARI",6-03-20,"Pediatrics",524
"2/2/2026","SARI",6-04-20,"Adults",457
"2/2/2026","SARI",6-04-20,"Overall",925
"2/2/2026","SARI",6-04-20,"Pediatrics",468
"2/2/2026","SARI",6-07-20,"Adults",515
"2/2/2026","SARI",6-07-20,"Overall",1046
"2/2/2026","SARI",6-07-20,"Pediatrics",531
"2/2/2026","SARI",6-08-20,"Adults",553
"2/2/2026","SARI",6-08-20,"Overall",1270
"2/2/2026","SARI",6-08-20,"Pediatrics",717
"2/2/2026","SARI",6-10-20,"Adults",190
"2/2/2026","SARI",6-10-20,"Overall",742
"2/2/2026","SARI",6-10-20,"Pediatrics",552
"2/2/2026","SARI",6-11-20,"Adults",482
"2/2/2026","SARI",6-11-20,"Overall",1042
"2/2/2026","SARI",6-11-20,"Pediatrics",560
"2/2/2026","SARI",7-01-20,"Adults",257
"2/2/2026","SARI",7-01-20,"Overall",675
"2/2/2026","SARI",7-01-20,"Pediatrics",418
"2/2/2026","SARI",7-02-20,"Adults",483
"2/2/2026","SARI",7-02-20,"Overall",871
"2/2/2026","SARI",7-02-20,"Pediatrics",388
"2/2/2026","SARI",7-05-20,"Adults",422
"2/2/2026","SARI",7-05-20,"Overall",971
"2/2/2026","SARI",7-05-20,"Pediatrics",549
"2/2/2026","SARI",7-06-20,"Adults",317
"2/2/2026","SARI",7-06-20,"Overall",891
"2/2/2026","SARI",7-06-20,"Pediatrics",574
"2/2/2026","SARI",7-08-20,"Adults",229
"2/2/2026","SARI",7-08-20,"Overall",582
"2/2/2026","SARI",7-08-20,"Pediatrics",353
"2/2/2026","SARI",7-09-20,"Adults",440
"2/2/2026","SARI",7-09-20,"Overall",868
"2/2/2026","SARI",7-09-20,"Pediatrics",428
"2/2/2026","SARI",7-12-20,"Adults",320
"2/2/2026","SARI",7-12-20,"Overall",838
"2/2/2026","SARI",7-12-20,"Pediatrics",518
"2/2/2026","SARI",8-02-20,"Adults",177
"2/2/2026","SARI",8-02-20,"Overall",726
"2/2/2026","SARI",8-02-20,"Pediatrics",549
"2/2/2026","SARI",8-03-20,"Adults",209
"2/2/2026","SARI",8-03-20,"Overall",662
"2/2/2026","SARI",8-03-20,"Pediatrics",453
"2/2/2026","SARI",8-05-20,"Adults",176
"2/2/2026","SARI",8-05-20,"Overall",391
"2/2/2026","SARI",8-05-20,"Pediatrics",215
"2/2/2026","SARI",8-06-20,"Adults",403
"2/2/2026","SARI",8-06-20,"Overall",675
"2/2/2026","SARI",8-06-20,"Pediatrics",272
"2/2/2026","SARI",8-09-20,"Adults",187
"2/2/2026","SARI",8-09-20,"Overall",695
"2/2/2026","SARI",8-09-20,"Pediatrics",508
"2/2/2026","SARI",8-10-20,"Adults",184
"2/2/2026","SARI",8-10-20,"Overall",668
"2/2/2026","SARI",8-10-20,"Pediatrics",484
"2/2/2026","SARI",8-12-20,"Adults",147
"2/2/2026","SARI",8-12-20,"Overall",409
"2/2/2026","SARI",8-12-20,"Pediatrics",262
"2/2/2026","SARI",9-02-20,"Adults",191
"2/2/2026","SARI",9-02-20,"Overall",443
"2/2/2026","SARI",9-02-20,"Pediatrics",252
"2/2/2026","SARI",9-03-20,"Adults",282
"2/2/2026","SARI",9-03-20,"Overall",611
"2/2/2026","SARI",9-03-20,"Pediatrics",329
"2/2/2026","SARI",9-06-20,"Adults",164
"2/2/2026","SARI",9-06-20,"Overall",591
"2/2/2026","SARI",9-06-20,"Pediatrics",427
"2/2/2026","SARI",9-07-20,"Adults",210
"2/2/2026","SARI",9-07-20,"Overall",718
"2/2/2026","SARI",9-07-20,"Pediatrics",508
"2/2/2026","SARI",9-09-20,"Adults",184
"2/2/2026","SARI",9-09-20,"Overall",417
"2/2/2026","SARI",9-09-20,"Pediatrics",233
"2/2/2026","SARI",9-10-20,"Adults",305
"2/2/2026","SARI",9-10-20,"Overall",616
"2/2/2026","SARI",9-10-20,"Pediatrics",311
"2/2/2026","SARI",10-01-20,"Adults",255
"2/2/2026","SARI",10-01-20,"Overall",561
"2/2/2026","SARI",10-01-20,"Pediatrics",306
"2/2/2026","SARI",10-04-20,"Adults",126
"2/2/2026","SARI",10-04-20,"Overall",425
"2/2/2026","SARI",10-04-20,"Pediatrics",299
"2/2/2026","SARI",10-05-20,"Adults",199
"2/2/2026","SARI",10-05-20,"Overall",511
"2/2/2026","SARI",10-05-20,"Pediatrics",312
"2/2/2026","SARI",10-07-20,"Adults",111
"2/2/2026","SARI",10-07-20,"Overall",301
"2/2/2026","SARI",10-07-20,"Pediatrics",190
"2/2/2026","SARI",10-08-20,"Adults",208
"2/2/2026","SARI",10-08-20,"Overall",480
"2/2/2026","SARI",10-08-20,"Pediatrics",272
"2/2/2026","SARI",10-11-20,"Adults",110
"2/2/2026","SARI",10-11-20,"Overall",383
"2/2/2026","SARI",10-11-20,"Pediatrics",273
"2/2/2026","SARI",10-12-20,"Adults",151
"2/2/2026","SARI",10-12-20,"Overall",401
"2/2/2026","SARI",10-12-20,"Pediatrics",250
"2/2/2026","SARI",11-01-20,"Adults",100
"2/2/2026","SARI",11-01-20,"Overall",259
"2/2/2026","SARI",11-01-20,"Pediatrics",159
"2/2/2026","SARI",11-02-20,"Adults",116
"2/2/2026","SARI",11-02-20,"Overall",353
"2/2/2026","SARI",11-02-20,"Pediatrics",237
"2/2/2026","SARI",11-04-20,"Adults",81
"2/2/2026","SARI",11-04-20,"Overall",210
"2/2/2026","SARI",11-04-20,"Pediatrics",129
"2/2/2026","SARI",11-05-20,"Adults",230
"2/2/2026","SARI",11-05-20,"Overall",481
"2/2/2026","SARI",11-05-20,"Pediatrics",251
"2/2/2026","SARI",11-08-20,"Adults",91
"2/2/2026","SARI",11-08-20,"Overall",309
"2/2/2026","SARI",11-08-20,"Pediatrics",218
"2/2/2026","SARI",11-09-20,"Adults",102
"2/2/2026","SARI",11-09-20,"Overall",259
"2/2/2026","SARI",11-09-20,"Pediatrics",157
"2/2/2026","SARI",11-11-20,"Adults",85
"2/2/2026","SARI",11-11-20,"Overall",201
"2/2/2026","SARI",11-11-20,"Pediatrics",116
"2/2/2026","SARI",11-12-20,"Adults",194
"2/2/2026","SARI",11-12-20,"Overall",433
"2/2/2026","SARI",11-12-20,"Pediatrics",239
"2/2/2026","SARI",12-02-20,"Adults",70
"2/2/2026","SARI",12-02-20,"Overall",168
"2/2/2026","SARI",12-02-20,"Pediatrics",98
"2/2/2026","SARI",12-03-20,"Adults",189
"2/2/2026","SARI",12-03-20,"Overall",323
"2/2/2026","SARI",12-03-20,"Pediatrics",134
"2/2/2026","SARI",12-06-20,"Adults",83
"2/2/2026","SARI",12-06-20,"Overall",187
"2/2/2026","SARI",12-06-20,"Pediatrics",104
"2/2/2026","SARI",12-07-20,"Adults",86
"2/2/2026","SARI",12-07-20,"Overall",197
"2/2/2026","SARI",12-07-20,"Pediatrics",111
"2/2/2026","SARI",12-09-20,"Adults",64
"2/2/2026","SARI",12-09-20,"Overall",130
"2/2/2026","SARI",12-09-20,"Pediatrics",66
"2/2/2026","SARI",12-10-20,"Adults",285
"2/2/2026","SARI",12-10-20,"Overall",408
"2/2/2026","SARI",12-10-20,"Pediatrics",123
"2/2/2026","SARI",NA,"Adults",1251
"2/2/2026","SARI",NA,"Adults",1113
"2/2/2026","SARI",NA,"Adults",769
"2/2/2026","SARI",NA,"Adults",473
"2/2/2026","SARI",NA,"Adults",430
"2/2/2026","SARI",NA,"Adults",518
"2/2/2026","SARI",NA,"Adults",437
"2/2/2026","SARI",NA,"Adults",302
"2/2/2026","SARI",NA,"Adults",271
"2/2/2026","SARI",NA,"Adults",267
"2/2/2026","SARI",NA,"Adults",343
"2/2/2026","SARI",NA,"Adults",394
"2/2/2026","SARI",NA,"Adults",419
"2/2/2026","SARI",NA,"Adults",429
"2/2/2026","SARI",NA,"Adults",416
"2/2/2026","SARI",NA,"Adults",462
"2/2/2026","SARI",NA,"Adults",490
"2/2/2026","SARI",NA,"Adults",422
"2/2/2026","SARI",NA,"Adults",348
"2/2/2026","SARI",NA,"Adults",307
"2/2/2026","SARI",NA,"Adults",286
"2/2/2026","SARI",NA,"Adults",235
"2/2/2026","SARI",NA,"Adults",242
"2/2/2026","SARI",NA,"Adults",272
"2/2/2026","SARI",NA,"Adults",267
"2/2/2026","SARI",NA,"Adults",223
"2/2/2026","SARI",NA,"Adults",161
"2/2/2026","SARI",NA,"Adults",152
"2/2/2026","SARI",NA,"Adults",309
"2/2/2026","SARI",NA,"Adults",357
"2/2/2026","SARI",NA,"Adults",324
"2/2/2026","SARI",NA,"Adults",237
"2/2/2026","SARI",NA,"Adults",195
"2/2/2026","SARI",NA,"Adults",135
"2/2/2026","SARI",NA,"Adults",107
"2/2/2026","SARI",NA,"Adults",100
"2/2/2026","SARI",NA,"Adults",92
"2/2/2026","SARI",NA,"Adults",83
"2/2/2026","SARI",NA,"Adults",102
"2/2/2026","SARI",NA,"Adults",91
"2/2/2026","SARI",NA,"Adults",92
"2/2/2026","SARI",NA,"Adults",118
"2/2/2026","SARI",NA,"Adults",113
"2/2/2026","SARI",NA,"Adults",119
"2/2/2026","SARI",NA,"Adults",196
"2/2/2026","SARI",NA,"Adults",264
"2/2/2026","SARI",NA,"Adults",191
"2/2/2026","SARI",NA,"Adults",188
"2/2/2026","SARI",NA,"Adults",153
"2/2/2026","SARI",NA,"Adults",164
"2/2/2026","SARI",NA,"Adults",178
"2/2/2026","SARI",NA,"Adults",175
"2/2/2026","SARI",NA,"Adults",170
"2/2/2026","SARI",NA,"Adults",109
"2/2/2026","SARI",NA,"Adults",114
"2/2/2026","SARI",NA,"Adults",114
"2/2/2026","SARI",NA,"Adults",75
"2/2/2026","SARI",NA,"Adults",79
"2/2/2026","SARI",NA,"Adults",74
"2/2/2026","SARI",NA,"Adults",66
"2/2/2026","SARI",NA,"Adults",56
"2/2/2026","SARI",NA,"Adults",46
"2/2/2026","SARI",NA,"Adults",126
"2/2/2026","SARI",NA,"Adults",165
"2/2/2026","SARI",NA,"Adults",160
"2/2/2026","SARI",NA,"Adults",114
"2/2/2026","SARI",NA,"Adults",120
"2/2/2026","SARI",NA,"Adults",94
"2/2/2026","SARI",NA,"Adults",92
"2/2/2026","SARI",NA,"Adults",96
"2/2/2026","SARI",NA,"Adults",95
"2/2/2026","SARI",NA,"Adults",107
"2/2/2026","SARI",NA,"Adults",97
"2/2/2026","SARI",NA,"Adults",230
"2/2/2026","SARI",NA,"Adults",333
"2/2/2026","SARI",NA,"Adults",454
"2/2/2026","SARI",NA,"Adults",315
"2/2/2026","SARI",NA,"Adults",277
"2/2/2026","SARI",NA,"Adults",251
"2/2/2026","SARI",NA,"Adults",299
"2/2/2026","SARI",NA,"Adults",229
"2/2/2026","SARI",NA,"Adults",172
"2/2/2026","SARI",NA,"Adults",175
"2/2/2026","SARI",NA,"Adults",174
"2/2/2026","SARI",NA,"Adults",194
"2/2/2026","SARI",NA,"Adults",178
"2/2/2026","SARI",NA,"Adults",159
"2/2/2026","SARI",NA,"Adults",165
"2/2/2026","SARI",NA,"Adults",131
"2/2/2026","SARI",NA,"Adults",112
"2/2/2026","SARI",NA,"Adults",84
"2/2/2026","SARI",NA,"Adults",73
"2/2/2026","SARI",NA,"Adults",90
"2/2/2026","SARI",NA,"Adults",88
"2/2/2026","SARI",NA,"Adults",60
"2/2/2026","SARI",NA,"Adults",78
"2/2/2026","SARI",NA,"Adults",81
"2/2/2026","SARI",NA,"Adults",90
"2/2/2026","SARI",NA,"Adults",86
"2/2/2026","SARI",NA,"Adults",117
"2/2/2026","SARI",NA,"Adults",158
"2/2/2026","SARI",NA,"Adults",156
"2/2/2026","SARI",NA,"Adults",153
"2/2/2026","SARI",NA,"Adults",207
"2/2/2026","SARI",NA,"Adults",235
"2/2/2026","SARI",NA,"Adults",292
"2/2/2026","SARI",NA,"Adults",347
"2/2/2026","SARI",NA,"Adults",582
"2/2/2026","SARI",NA,"Adults",503
"2/2/2026","SARI",NA,"Adults",458
"2/2/2026","SARI",NA,"Adults",224
"2/2/2026","SARI",NA,"Adults",172
"2/2/2026","SARI",NA,"Adults",161
"2/2/2026","SARI",NA,"Adults",168
"2/2/2026","SARI",NA,"Adults",146
"2/2/2026","SARI",NA,"Adults",164
"2/2/2026","SARI",NA,"Adults",158
"2/2/2026","SARI",NA,"Adults",132
"2/2/2026","SARI",NA,"Adults",121
"2/2/2026","SARI",NA,"Adults",116
"2/2/2026","SARI",NA,"Adults",116
"2/2/2026","SARI",NA,"Adults",77
"2/2/2026","SARI",NA,"Adults",61
"2/2/2026","SARI",NA,"Adults",89
"2/2/2026","SARI",NA,"Adults",65
"2/2/2026","SARI",NA,"Adults",93
"2/2/2026","SARI",NA,"Adults",59
"2/2/2026","SARI",NA,"Overall",1423
"2/2/2026","SARI",NA,"Overall",1303
"2/2/2026","SARI",NA,"Overall",907
"2/2/2026","SARI",NA,"Overall",604
"2/2/2026","SARI",NA,"Overall",551
"2/2/2026","SARI",NA,"Overall",772
"2/2/2026","SARI",NA,"Overall",633
"2/2/2026","SARI",NA,"Overall",511
"2/2/2026","SARI",NA,"Overall",496
"2/2/2026","SARI",NA,"Overall",547
"2/2/2026","SARI",NA,"Overall",761
"2/2/2026","SARI",NA,"Overall",898
"2/2/2026","SARI",NA,"Overall",846
"2/2/2026","SARI",NA,"Overall",918
"2/2/2026","SARI",NA,"Overall",824
"2/2/2026","SARI",NA,"Overall",821
"2/2/2026","SARI",NA,"Overall",833
"2/2/2026","SARI",NA,"Overall",701
"2/2/2026","SARI",NA,"Overall",652
"2/2/2026","SARI",NA,"Overall",655
"2/2/2026","SARI",NA,"Overall",595
"2/2/2026","SARI",NA,"Overall",525
"2/2/2026","SARI",NA,"Overall",502
"2/2/2026","SARI",NA,"Overall",545
"2/2/2026","SARI",NA,"Overall",591
"2/2/2026","SARI",NA,"Overall",501
"2/2/2026","SARI",NA,"Overall",329
"2/2/2026","SARI",NA,"Overall",282
"2/2/2026","SARI",NA,"Overall",457
"2/2/2026","SARI",NA,"Overall",465
"2/2/2026","SARI",NA,"Overall",407
"2/2/2026","SARI",NA,"Overall",359
"2/2/2026","SARI",NA,"Overall",304
"2/2/2026","SARI",NA,"Overall",226
"2/2/2026","SARI",NA,"Overall",204
"2/2/2026","SARI",NA,"Overall",200
"2/2/2026","SARI",NA,"Overall",249
"2/2/2026","SARI",NA,"Overall",238
"2/2/2026","SARI",NA,"Overall",297
"2/2/2026","SARI",NA,"Overall",320
"2/2/2026","SARI",NA,"Overall",415
"2/2/2026","SARI",NA,"Overall",544
"2/2/2026","SARI",NA,"Overall",596
"2/2/2026","SARI",NA,"Overall",680
"2/2/2026","SARI",NA,"Overall",633
"2/2/2026","SARI",NA,"Overall",703
"2/2/2026","SARI",NA,"Overall",524
"2/2/2026","SARI",NA,"Overall",451
"2/2/2026","SARI",NA,"Overall",379
"2/2/2026","SARI",NA,"Overall",404
"2/2/2026","SARI",NA,"Overall",408
"2/2/2026","SARI",NA,"Overall",434
"2/2/2026","SARI",NA,"Overall",396
"2/2/2026","SARI",NA,"Overall",290
"2/2/2026","SARI",NA,"Overall",305
"2/2/2026","SARI",NA,"Overall",278
"2/2/2026","SARI",NA,"Overall",191
"2/2/2026","SARI",NA,"Overall",192
"2/2/2026","SARI",NA,"Overall",168
"2/2/2026","SARI",NA,"Overall",135
"2/2/2026","SARI",NA,"Overall",102
"2/2/2026","SARI",NA,"Overall",87
"2/2/2026","SARI",NA,"Overall",197
"2/2/2026","SARI",NA,"Overall",247
"2/2/2026","SARI",NA,"Overall",253
"2/2/2026","SARI",NA,"Overall",176
"2/2/2026","SARI",NA,"Overall",176
"2/2/2026","SARI",NA,"Overall",213
"2/2/2026","SARI",NA,"Overall",209
"2/2/2026","SARI",NA,"Overall",207
"2/2/2026","SARI",NA,"Overall",198
"2/2/2026","SARI",NA,"Overall",212
"2/2/2026","SARI",NA,"Overall",241
"2/2/2026","SARI",NA,"Overall",557
"2/2/2026","SARI",NA,"Overall",746
"2/2/2026","SARI",NA,"Overall",1031
"2/2/2026","SARI",NA,"Overall",832
"2/2/2026","SARI",NA,"Overall",825
"2/2/2026","SARI",NA,"Overall",830
"2/2/2026","SARI",NA,"Overall",877
"2/2/2026","SARI",NA,"Overall",707
"2/2/2026","SARI",NA,"Overall",645
"2/2/2026","SARI",NA,"Overall",642
"2/2/2026","SARI",NA,"Overall",596
"2/2/2026","SARI",NA,"Overall",616
"2/2/2026","SARI",NA,"Overall",598
"2/2/2026","SARI",NA,"Overall",492
"2/2/2026","SARI",NA,"Overall",424
"2/2/2026","SARI",NA,"Overall",394
"2/2/2026","SARI",NA,"Overall",284
"2/2/2026","SARI",NA,"Overall",242
"2/2/2026","SARI",NA,"Overall",221
"2/2/2026","SARI",NA,"Overall",202
"2/2/2026","SARI",NA,"Overall",151
"2/2/2026","SARI",NA,"Overall",113
"2/2/2026","SARI",NA,"Overall",150
"2/2/2026","SARI",NA,"Overall",163
"2/2/2026","SARI",NA,"Overall",170
"2/2/2026","SARI",NA,"Overall",164
"2/2/2026","SARI",NA,"Overall",227
"2/2/2026","SARI",NA,"Overall",320
"2/2/2026","SARI",NA,"Overall",326
"2/2/2026","SARI",NA,"Overall",334
"2/2/2026","SARI",NA,"Overall",378
"2/2/2026","SARI",NA,"Overall",486
"2/2/2026","SARI",NA,"Overall",608
"2/2/2026","SARI",NA,"Overall",710
"2/2/2026","SARI",NA,"Overall",1092
"2/2/2026","SARI",NA,"Overall",1009
"2/2/2026","SARI",NA,"Overall",915
"2/2/2026","SARI",NA,"Overall",798
"2/2/2026","SARI",NA,"Overall",665
"2/2/2026","SARI",NA,"Overall",701
"2/2/2026","SARI",NA,"Overall",708
"2/2/2026","SARI",NA,"Overall",600
"2/2/2026","SARI",NA,"Overall",571
"2/2/2026","SARI",NA,"Overall",520
"2/2/2026","SARI",NA,"Overall",430
"2/2/2026","SARI",NA,"Overall",346
"2/2/2026","SARI",NA,"Overall",338
"2/2/2026","SARI",NA,"Overall",276
"2/2/2026","SARI",NA,"Overall",214
"2/2/2026","SARI",NA,"Overall",174
"2/2/2026","SARI",NA,"Overall",191
"2/2/2026","SARI",NA,"Overall",137
"2/2/2026","SARI",NA,"Overall",145
"2/2/2026","SARI",NA,"Overall",112
"2/2/2026","SARI",NA,"Pediatrics",172
"2/2/2026","SARI",NA,"Pediatrics",190
"2/2/2026","SARI",NA,"Pediatrics",138
"2/2/2026","SARI",NA,"Pediatrics",131
"2/2/2026","SARI",NA,"Pediatrics",121
"2/2/2026","SARI",NA,"Pediatrics",254
"2/2/2026","SARI",NA,"Pediatrics",196
"2/2/2026","SARI",NA,"Pediatrics",209
"2/2/2026","SARI",NA,"Pediatrics",225
"2/2/2026","SARI",NA,"Pediatrics",280
"2/2/2026","SARI",NA,"Pediatrics",418
"2/2/2026","SARI",NA,"Pediatrics",504
"2/2/2026","SARI",NA,"Pediatrics",427
"2/2/2026","SARI",NA,"Pediatrics",489
"2/2/2026","SARI",NA,"Pediatrics",408
"2/2/2026","SARI",NA,"Pediatrics",359
"2/2/2026","SARI",NA,"Pediatrics",343
"2/2/2026","SARI",NA,"Pediatrics",279
"2/2/2026","SARI",NA,"Pediatrics",304
"2/2/2026","SARI",NA,"Pediatrics",348
"2/2/2026","SARI",NA,"Pediatrics",309
"2/2/2026","SARI",NA,"Pediatrics",290
"2/2/2026","SARI",NA,"Pediatrics",260
"2/2/2026","SARI",NA,"Pediatrics",273
"2/2/2026","SARI",NA,"Pediatrics",324
"2/2/2026","SARI",NA,"Pediatrics",278
"2/2/2026","SARI",NA,"Pediatrics",168
"2/2/2026","SARI",NA,"Pediatrics",130
"2/2/2026","SARI",NA,"Pediatrics",148
"2/2/2026","SARI",NA,"Pediatrics",108
